综合
新偶文化影视娱乐天津新偶文化传媒有限公司粉丝数3.92亿签约人数417 官网： - 联系人： 杨勇 电话： - 微信：  771641921  邮箱：  771641921@qq.com  简介：新偶文化成立于2016年，从事自媒体工作八年。2018年入驻抖音，机构总粉丝2.6亿，目前已形成了以娱乐影视类、美食类为主要垂类的综合性机构。旗下达人200+，员工100余人，2019年完成项目数1324个。  展开
御今文化影视娱乐御今文化发展（上海）有限公司粉丝数2.83亿签约人数687 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：御今文化MCN，影视娱乐宣发头部机构，字节游戏发行合伙人机构，二次元动漫头部机构，音乐矩阵宣发机构（目前正在打造全领域垂类矩阵：网红孵化、颜值、电商、剧情、美妆、科普、体育，欢迎合作）商务合作：13764244412/17821727252  展开
央拓国际影视娱乐央拓国际融合传播集团有限公司粉丝数2.45亿签约人数10 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
有好戏影视娱乐广州炸子鸡网络科技有限公司粉丝数2.1亿签约人数107 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：有好戏MCN是新媒体泛娱乐领先机构，旗下拥有300多优质内容IP，旗下代表帐号：毒舌电影、灰袍真探、秀才侃娱乐、硬核肉叔、阿瘫！、硬糖物语、大卫疯剪等。达人全网粉丝量超5亿+，视频总播放量超千亿+，全媒体多平台覆盖，包含图文、音频、短视频、直播等各类内容形态。
爆爆娱乐影视娱乐河南爱乐棋网络科技有限责任公司粉丝数1.75亿签约人数173 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：爆爆娱乐MCN，影视娱乐宣发头部机构，影视宣发、二次元动漫头部机构，音乐矩阵宣发机构（目前正在打造全领域垂类矩阵：网红孵化、颜值、电商、剧情、美妆、科普、体育，欢迎合作）商务合作：18739372898  展开
Pick影视娱乐Pick粉丝数9953.1w签约人数62 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：「Pick游戏计划」是抖音官方推出的游戏达人营销服务，承接广告主多样化营销诉求，提供达人内容投放策略、全流程内容创意指导，推动产出高质量游戏推广内容，实现品牌与用户增长双目标。  展开
淘秀光影影视娱乐北京淘秀新媒体科技有限公司粉丝数1.05亿签约人数124 官网： - 联系人： 王静怡 电话： 18310002771 微信：  18310002771  邮箱：  -  简介：淘秀光影是背靠阿里巴巴经济体、在阿里巴巴强大电商体系支持下，
影秀文化影视娱乐北京影秀视界文化传媒有限公司粉丝数7995.7w签约人数65 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：影秀文化是一家专注于影视短视频营销的MCN机构，根据品牌或影剧综宣传需求策划创新，通过短视频内容精准触达核心受众，致力于推动“短视频+直播+转化“的组合，达成“品销合一”的创新模式  展开
南阳正恒影视娱乐南阳正恒网络科技有限公司粉丝数6846.0w签约人数299 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：广招电商各类目产品，请厂商与品牌商在线沟通！
艺艺凡MCN影视娱乐粉丝数6613.5w签约人数35 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
白泽万城影视娱乐北京白泽万城信息科技有限公司粉丝数6472.8w签约人数53 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：白泽万城MCN，是一家集影视宣发、网红经纪和达人代运营为一体的综合性MCN机构，专注抖音影视宣发市场，致力于为广大客户提供最优良的宣发解决方案！
猕猴桃MCN影视娱乐北京爱奇艺科技有限公司粉丝数6014.1w签约人数93 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
好一碘影视娱乐安徽好一碘网络科技有限公司粉丝数5963.1w签约人数10 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
烽火文化影视娱乐济南莱芜剧峰文化传媒服务工作室粉丝数5712.1w签约人数156 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
会火影视娱乐北京火钳刘明文化传媒有限公司粉丝数6229.4w签约人数44 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：“会火” 是一家新媒体娱乐内容和营销公司。会火以抖音、资讯号等全渠道为载体，以娱乐内容领域前三的身份，在热搜榜上长居不下。精准、犀利、迅速、专业的娱乐态度，致力于“会火的人，会火的事”。  展开
鲜娱文化影视娱乐山西鲜娱文化传媒有限公司粉丝数5428.0w签约人数42 官网： - 联系人： 徐亚楠 电话： 18210793777 微信：  -  邮箱：  -  简介：鲜娱文化，鲜娱MCN
夏天文化影视娱乐潍坊夏天文化传媒有限公司粉丝数8853.5w签约人数24 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：影视娱乐领域
腾讯视频影视娱乐腾讯科技（北京）有限公司粉丝数5132.9w签约人数170 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
巨巨咖文化影视娱乐浙江巨咖文化传媒有限公司粉丝数5260.4w签约人数51 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
小影文化影视娱乐青岛小影文化传媒有限公司粉丝数7847.9w签约人数45 官网： - 联系人： 许凤江 电话： - 微信：  -  邮箱：  475032181@qq.com  简介：青岛小影文化传媒有限公司创立于2016年，以影视剧宣传、新媒体运营、活动策划，新品发布，商业演绎等广告业及其相关行业为服务内容。在广告传播领域我们更加专注于“市场与服务”，为客户量身定制、策划方案。不断追求创新和完美，以助更多合作伙伴腾飞。我们拥有一批专业的、年轻的、高素质的工作团队，完善的运作管理流程，严谨的工作作风和良好的客户信誉。自创办以来，时刻关注市场动态，强调专业性与服务性的完美结合，以自己的诚挚和信誉赢得了众多客户的认可与信赖。  展开
大耳儿娱乐影视娱乐北京大耳营销科技有限公司粉丝数5060.3w签约人数71 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
透透心凉传媒影视娱乐山西透心凉传媒有限公司粉丝数4781.5w签约人数15 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
星势影视娱乐杭州星势网络科技有限公司粉丝数4812.4w签约人数308 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：商务VX：xs-beijixing 星势网络科技致力于游戏，影视，生活，种草等多元化内容组合，让创作产生价值的创作理念，在专注领域内孵化达人，
超有料影视娱乐北京觅米文化传播有限公司粉丝数6481.1w签约人数37 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：更多有料内容及账号联系v：17610733621
埋堆堆影视娱乐上海翡翠东方网络信息技术有限公司粉丝数4814.6w签约人数45 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
瑾丽娱乐影视娱乐粉丝数4361.7w签约人数32 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：浙江巨咖文化建立与2021年，是一家集策划、品牌整合、效果营销、短视频、影视娱乐、财经、游戏、科技数码等综合性一站式MCN机构，旗下拥有众多知名达人，粉丝数量庞大，全网达 4.4 个亿。2021 年起，公司全力优化现有的抖音娱乐矩阵，配合各大平台进行各类线下明星现场活动与品牌营销活动。影视娱乐、游戏、财经、科技、真人类达人孵化与直播板块均在迅速拓展，不断扩大各领域矩阵规模并同步进行多平台分发，达到平台多元化，内容多元化的目的。  展开
灵洞文化影视娱乐湖南星轨文化传媒有限公司粉丝数4357.9w签约人数36 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：灵洞文化，影视垂类MCN，专注电影，电视剧策划和宣发，自营+签约头部影视账号矩阵破5000万，深度绑定娱乐热搜渠道和影视综征稿渠道，承接项目800+，给客户创作高爆款率和高转化率的作品是我们一直追求的服务宗旨！商务V+13178503166  展开
远者来文化影视娱乐杭州远者来文化传媒有限公司粉丝数3733.7w签约人数252 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
娱娱圈MCN影视娱乐粉丝数3534.9w签约人数25 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
人生如戏影视娱乐杭州侠影文化传播有限公司粉丝数3628.8w签约人数31 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：一家深耕泛娱乐领域，专注于短视频营销的MCN机构。
酷哦文化影视娱乐酷哦文化粉丝数3298.7w签约人数100 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：江西酷哦科技有限公司（简称酷哦科技）成立于2016 年， 是一家集整合传播、品牌公关、数字营销、新媒体运营 于一体的综合性文化传媒公司；公司目前涵盖了从电商到社交、从图文到短视频、从版权到IP孵化各个新媒体产业，拥有极具竞争力的原创IP研发制作、言销发行、新媒体平台的内容运富、整合及创新能力。  展开
九州传媒影视娱乐西安九州文化传媒有限公司粉丝数3221.9w签约人数10 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
小美文化影视娱乐粉丝数2711.5w签约人数7 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
卓亚传媒影视娱乐江西省卓亚网络科技有限公司粉丝数2632.5w签约人数105 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：江西省卓亚网络科技有限公司是一家以内容生产，新媒体运营，社群运营，整合站内站外内容营销为主营业务的企业。是业内极少数几家拥有全平台官方签约MCN背书的机构.
京东星宇传媒影视娱乐京东星宇电竞（北京）文化传播有限公司粉丝数2560.9w签约人数3 官网： - 联系人： 张益箫 电话： - 微信：  -  邮箱：  -  简介：
猫眼娱乐影视娱乐北京猫眼文化传媒有限公司粉丝数2816.6w签约人数9 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：猫眼娱乐mcn机构，包含明星专访、影视综艺、音乐现场、演出票务、抖音达人等头部帐号
喷火龙影视娱乐北京遇龙如火文化传媒有限公司粉丝数2433.0w签约人数46 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：深耕娱乐营销领域服务项目过百，熟知影视、艺人短视频营销打法。团队策划、PM、剪辑具备多部平台S级-B级剧集项目经验，合作389801286
龙猫文化影视娱乐郑州龙猫文化传播有限公司粉丝数2217.1w签约人数20 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
容量短剧影视娱乐杭州容量互娱科技有限公司粉丝数2338.1w签约人数36 官网： - 联系人： - 电话： - 微信：  -  邮箱：  -  简介：
